master_project_id,master_activity_id,master_activity_row_order,master_evm_row_order,master_progress_row_order,activity__project_id,activity__wbs_id,activity__activity_id,activity__activity_name,activity__planned_start,activity__planned_finish,activity__actual_start,activity__actual_finish,activity__forecast_start,activity__forecast_finish,activity__planned_weight,activity__planned_progress,activity__actual_progress,activity__total_float_days,activity__is_critical,activity__responsible_party,evm__project_id,evm__activity_id,evm__activity_name,evm__period,evm__BAC,evm__AC,evm__EV,evm__PV,evm__CPI,evm__SPI,evm__CV,evm__SV,progress__project_id,progress__activity_id,progress__update_date,progress__planned_progress,progress__actual_progress,progress__planned_value,progress__earned_value,progress__actual_cost,progress__notes
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1030,286,151,151,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1030,Waterproofing & Ins. Protection works (B03) (footing),31-Dec-25,1-Jan-26,24-Dec-25 A,24-Dec-25 A,12-Feb-26,12-Feb-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B03-FOOT-1030,Waterproofing & Ins. Protection works (B03) (footing),17-May-26,860385.35,860385.35,860385.35,860385.35,1,1.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B03-FOOT-1030,10-May-26,100.00%,100.00%,"$860,385.35","$860,385.35","$860,385.35",
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1000,287,256,256,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.1stF,E-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (1st),31-Dec-25,12-Jan-26,01-Feb-26 A,11-Feb-26 A,3-May-26,3-May-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1000,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1030,288,309,309,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,E-APP-B04-BAS01-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 01),31-Dec-25,12-Jan-26,24-Feb-26 A,02-Mar-26 A,29-Mar-26,29-Mar-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1030,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-GR-1030,289,572,568,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.GF,E-APP-B03-GR-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (GF),31-Dec-25,12-Jan-26,15-Jun-26,25-Jun-26,16-Apr-26,27-Apr-26,1,1.0,0.0,-47.0,Yes,,The Big -P.01-UP-20-April-26,E-APP-B03-GR-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (GF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B03-GR-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1000,290,177,177,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.1stF,E-APP-B03-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (1st),31-Dec-25,12-Jan-26,07-Jan-26 A,12-Feb-26 A,6-Jun-26,6-Jun-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1000,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-1ST-1020,291,353,351,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.1stF,E-SUB-B04-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (1st),1-Jan-26,22-Jan-26,17-May-26,10-Jun-26,25-Apr-26,14-May-26,1,1.0,0.0,-19.0,Yes,,The Big -P.01-UP-20-April-26,E-SUB-B04-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1020,292,366,364,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.2ndF,E-SUB-B02-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (2nd),1-Jan-26,22-Jan-26,17-May-26,10-Jun-26,27-Jul-26,16-Aug-26,1,1.0,0.0,55.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (2nd),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-FOOT-1100,293,328,328,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B02) (footing),2-Jan-26,4-Jan-26,05-Mar-26 A,08-Mar-26 A,29-Jan-26,29-Jan-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B02-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B02) (footing),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B02-FOOT-1100,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1170,294,477,475,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1170,Pouring for Top Slab (B04) (Water Tank),3-Jan-26,3-Jan-26,2-Jun-26,2-Jun-26,18-Feb-26,18-Feb-26,1,1.0,0.0,-80.0,Yes,,The Big -P.01-UP-20-April-26,CON-B04-WT-1170,Pouring for Top Slab (B04) (Water Tank),17-May-26,491893.92,0.0,0.0,491893.92,0,0.0,0,-491893.92,The Big -P.01-UP-20-April-26,CON-B04-WT-1170,10-May-26,100.00%,0.00%,"$491,893.92",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1010,295,249,249,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.3rdF,E-SUB-B03-3RD-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (3rd),3-Jan-26,24-Jan-26,01-Feb-26 A,10-Feb-26 A,28-Sep-26,28-Sep-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (3rd),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1010,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1010,296,90,90,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.3rdF,E-SUB-B01-3RD-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (3rd),3-Jan-26,24-Jan-26,01-Nov-25 A,15-Nov-25 A,16-Jun-26,16-Jun-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (3rd),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1010,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-FOOT-1020,297,411,408,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.F,AB-SUB-B02-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B02) (footing),3-Jan-26,24-Jan-26,17-May-26,10-Jun-26,6-Mar-27,29-Mar-27,1,1.0,0.0,241.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B02-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B02) (footing),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B02-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1040,298,182,182,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1040,Shuttering for RC Raft & Footings (B03) (footing),4-Jan-26,15-Jan-26,08-Jan-26 A,20-Jan-26 A,12-Feb-26,12-Feb-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B03-FOOT-1040,Shuttering for RC Raft & Footings (B03) (footing),17-May-26,2877739.56,2877739.56,2877739.56,2877739.56,1,1.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B03-FOOT-1040,10-May-26,100.00%,100.00%,"$2,877,739.56","$2,877,739.56","$2,877,739.56",
The Big -P.01-UP-20-April-26,CON-B04-WT-1180,299,479,497,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1180,Curing & Desmantling Formwork for Top Slab (B04) (Water Tank),4-Jan-26,8-Jan-26,3-Jun-26,7-Jun-26,19-Feb-26,23-Feb-26,1,1.0,0.0,-104.0,Yes,,The Big -P.01-UP-20-April-26,CON-B04-WT-1180,Curing & Desmantling Formwork for Top Slab (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B04-WT-1180,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1010,300,224,224,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.1stF,E-APP-B01-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (1st),4-Jan-26,15-Jan-26,01-Feb-26 A,07-Feb-26 A,17-May-26,17-May-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1010,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1040,301,322,322,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,E-APP-B04-BAS01-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 01),4-Jan-26,15-Jan-26,01-Mar-26 A,05-Mar-26 A,29-Mar-26,29-Mar-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1040,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1010,302,280,280,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.1stF,E-APP-B03-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (1st),4-Jan-26,15-Jan-26,01-Feb-26 A,25-Mar-26 A,27-Jun-26,27-Jun-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1010,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-WT-1040,303,480,498,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.2ndB.1,AB-SUB-B04-WT-1040,Submittal for Slabs DWGs As-Built Drawing (B04) (Water Tank),4-Jan-26,26-Jan-26,3-Jun-26,23-Jun-26,6-Mar-27,29-Mar-27,1,1.0,0.0,230.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B04-WT-1040,Submittal for Slabs DWGs As-Built Drawing (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B04-WT-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-FOOT-1110,304,640,640,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B02) (footing),5-Jan-26,8-Jan-26,5-Jul-26,7-Jul-26,13-Jan-27,16-Jan-27,1,1.0,0.0,161.0,No,,The Big -P.01-UP-20-April-26,CON-B02-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B02) (footing),17-May-26,126906.9,0.0,0.0,126906.9,0,0.0,0,-126906.9,The Big -P.01-UP-20-April-26,CON-B02-FOOT-1110,10-May-26,100.00%,0.00%,"$126,906.90",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1050,305,184,184,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1050,RFT for RC Raft & Footings (B03) (footing),5-Jan-26,17-Jan-26,10-Jan-26 A,21-Jan-26 A,12-Feb-26,12-Feb-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B03-FOOT-1050,RFT for RC Raft & Footings (B03) (footing),17-May-26,7996512.12,7996512.12,7996512.12,7996512.12,1,1.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B03-FOOT-1050,10-May-26,100.00%,100.00%,"$7,996,512.12","$7,996,512.12","$7,996,512.12",
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1000,306,343,343,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,CON-B02-BAS02-1000,"Scaffolding works for Walls, Col. & Cores (B02) (Bas 02)",5-Jan-26,13-Jan-26,19-Apr-26 A,27-Apr-26 A,29-Jan-26,29-Jan-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B02-BAS02-1000,"Scaffolding works for Walls, Col. & Cores (B02) (Bas 02)",17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B02-BAS02-1000,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1010,307,344,344,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,CON-B02-BAS02-1010,"RFT for Walls, Col. & Cores (B02) (Bas 02)",5-Jan-26,19-Jan-26,21-Apr-26 A,04-May-26 A,29-Jan-26,29-Jan-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B02-BAS02-1010,"RFT for Walls, Col. & Cores (B02) (Bas 02)",17-May-26,856371.15,856371.15,856371.15,856371.15,1,1.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B02-BAS02-1010,10-May-26,100.00%,100.00%,"$856,371.15","$856,371.15","$856,371.15",
The Big -P.01-UP-20-April-26,E-SUB-B04-1ST-1030,308,431,426,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.1stF,E-SUB-B04-1ST-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (1st),5-Jan-26,27-Jan-26,20-May-26,14-Jun-26,28-Apr-26,18-May-26,1,1.0,0.0,-19.0,Yes,,The Big -P.01-UP-20-April-26,E-SUB-B04-1ST-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1030,309,444,439,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.2ndF,E-SUB-B02-2ND-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (2nd),5-Jan-26,27-Jan-26,20-May-26,14-Jun-26,30-Jul-26,19-Aug-26,1,1.0,0.0,55.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (2nd),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1000,310,216,216,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.1stF,E-APP-B02-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (1st),5-Jan-26,17-Jan-26,01-Feb-26 A,09-Feb-26 A,16-Jun-26,16-Jun-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1000,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1000,311,270,270,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.GF,E-APP-B04-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (GF),5-Jan-26,17-Jan-26,01-Feb-26 A,12-Feb-26 A,18-Apr-26,18-Apr-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B04-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (GF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B04-GR-1000,10-May-26,100.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1020,312,499,492,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,AB-APP-B01-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs As-Built Drawing (B01),5-Jan-26,19-Jan-26,4-Jun-26,17-Jun-26,23-Mar-27,5-Apr-27,1,1.0,0.0,241.0,No,,The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs As-Built Drawing (B01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1030,313,500,493,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,AB-APP-B01-FOOT-1030,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B01),5-Jan-26,19-Jan-26,4-Jun-26,17-Jun-26,23-Mar-27,5-Apr-27,1,1.0,0.0,241.0,No,,The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1030,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MPOS-1080,314,403,401,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,P-MPOS-1080,P.O for Rebar Patch#3  (Basement 1),5-Jan-26,6-Jan-26,26-Nov-25 A,28-Nov-25 A,8-Feb-26,8-Feb-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,P-MPOS-1080,P.O for Rebar Patch#3  (Basement 1),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,P-MPOS-1080,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1000,315,133,133,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1000,Shuttering for PC Raft (B04) (footing),6-Jan-26,6-Jan-26,01-Dec-25 A,03-Dec-25 A,26-Jan-26,26-Jan-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B04-FOOT-1000,Shuttering for PC Raft (B04) (footing),17-May-26,606042.0,606042.0,606042.0,606042.0,1,1.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B04-FOOT-1000,10-May-26,100.00%,100.00%,"$606,042.00","$606,042.00","$606,042.00",
The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1020,316,363,361,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.3rdF,E-SUB-B03-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (3rd),6-Jan-26,28-Jan-26,17-May-26,10-Jun-26,28-Sep-26,19-Oct-26,1,1.0,0.0,108.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (3rd),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1020,317,371,369,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.3rdF,E-SUB-B01-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (3rd),6-Jan-26,28-Jan-26,17-May-26,10-Jun-26,16-Jun-26,7-Jul-26,1,1.0,0.0,22.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (3rd),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-REP-1000,318,400,398,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.1,AB-SUB-B04-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B04),6-Jan-26,28-Jan-26,17-May-26,10-Jun-26,6-Mar-27,29-Mar-27,1,1.0,0.0,241.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B04-REP-1000,Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B04),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B04-REP-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1010,319,146,146,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1010,Pouring for PC Raft (B04) (footing),8-Jan-26,8-Jan-26,22-Dec-25 A,23-Dec-25 A,26-Jan-26,26-Jan-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,CON-B04-FOOT-1010,Pouring for PC Raft (B04) (footing),17-May-26,1414098.0,1414098.0,1414098.0,1414098.0,1,1.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B04-FOOT-1010,10-May-26,100.00%,100.00%,"$1,414,098.00","$1,414,098.00","$1,414,098.00",
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1020,320,524,520,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.1stF,E-APP-B01-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (1st),8-Jan-26,19-Jan-26,11-Jun-26,22-Jun-26,5-May-26,16-May-26,1,1.0,0.0,-28.0,Yes,,The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1020,321,544,540,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.1stF,E-APP-B03-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (1st),8-Jan-26,19-Jan-26,11-Jun-26,22-Jun-26,15-Jun-26,25-Jun-26,1,1.0,0.0,3.0,No,,The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (1st),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
