record_type,sheet_name,row_order,file_name,relative_path,extension,size_kb,modified,Ref No,Date,Type,Subject,Main Purpose,Key Requests,Scope Impact,Responsibility,Affected Activities,Start Dependency,Sequence Impact,Commercial Impact,Risk Type,Risk Owner,Delay Risk,EOT Potential,Claim Strength,Required Actions,project_id,Thread,SAMCO Ref No,SAMCO Sheet Row,SAMCO Date,SAMCO Type,SAMCO Subject,Related ACE Ref No(s),ACE Sheet Row(s),ACE Date(s),ACE Subject(s),Relationship,Confidence,SAMCO Claim Strength,ACE Claim Strength,SAMCO Delay Risk,ACE Delay Risk,Recommended Follow-up,ACE Ref No,ACE Sheet Row,ACE Date,ACE Type,ACE Subject,Related SAMCO Ref No(s),SAMCO Sheet Row(s),SAMCO Subject(s),Thread(s),ACE EOT Potential,ACE Required Actions,SAMCO Ref(s),6,Main Link,Priority,Next Action,Source File,Direction,Reference,Classification,Issue Thread,Status,Message
letter_register,From ACE to SAMCO,36,,,,,,BD-ACEPM-SAMCO-LET-037,17-May-2026,Slow progress notice / monthly report comments,Notice of Slow Progress Rate and Comments on Monthly Progress Report - April 2026,Record slow progress against the approved programme and require correction of the April monthly report and mitigation measures.,"Address all monthly report comments, re-submit the report officially, improve performance, and provide a mitigation / recovery report.",No scope change,Contractor,"Critical project activities, progress reporting, and recovery planning",Corrected progress reporting and immediate corrective actions,High,Possible contractor liability for consequences of non-compliance,Schedule / reporting / contractual compliance,Contractor,High,Low / Conditional,Contractor weak,"Correct the April report, improve resource allocation, and submit mitigation measures",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,1,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Concrete specification variation,BD-CW-SAMCO-ACE-LET-STR-050,51,03-Feb-2026,Notice of Variation,Concrete Strength/Cement Content Difference,,,,,No direct ACE response in table,Low,Strong,,Medium,,Locate Engineer determination/VO response,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,2,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Contractual submissions,BD-CW-SAMCO-ACE-LET-STR-006,7,22-Sep-2025,Response,RE: Response to Letter No. BD-ACEPM-SAMCO-LET-004,BD-ACEPM-SAMCO-LET-004,5,17-Sep-2025,BD-ACEPM-SAMCO-LET-004 - Required contractual submissions,Response to ACE submission notice,High,Weak,Contractor weak,Medium,High,Track remaining submission approvals,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,3,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Critical MEP interface / tank base slab,BD-CW-SAMCO-ACE-LET-STR-041,42,06-Jan-2026,Urgent Notice / Conditional Proposal,Critical Interface Issue on Critical Path,BD-ACEPM-SAMCO-LET-025; BD-ACEPM-SAMCO-LET-026,26; 27,27-Jan-2026; 02-Feb-2026,BD-ACEPM-SAMCO-LET-025 - MEP first fix variation | BD-ACEPM-SAMCO-LET-026 - Response to LET-025,Directly related to MEP first-fix instruction thread,High,Strong if instruction delayed,Employer strong; Moderate if procedure followed,High,High; High,"Issue urgent VO, approved drawings and supervision",,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,4,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Delegation / administration,BD-CW-SAMCO-ACE-LET-STR-001,2,20-May-2025,Delegation,Delegation of Authority,,,,,No direct ACE response in table,Low,,,,,Keep for authority record only,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,5,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Delegation / administration,BD-CW-SAMCO-ACE-LET-STR-002,3,30-Jun-2025,Delegation,Delegation of Authority,,,,,No direct ACE response in table,Low,,,,,Keep for authority record only,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,6,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design discrepancies / claim,BD-CW-SAMCO-ACE-LET-STR-067,68,16-Apr-2026,Notice of Claim,Design Discrepancies and Impact on Time and Cost,,,,,No direct ACE response in table,Low,Strong,,High,,Track pending RFI 17 / coordinated package response,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,7,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design discrepancy / revised package,BD-CW-SAMCO-ACE-LET-STR-063,64,31-Mar-2026,Design Change Notice,Comparison of Design Issued 18-Mar-2026 vs 27-Oct-2025,BD-ACEPM-SAMCO-LET-022; BD-ACEPM-SAMCO-LET-024,23; 25,28-Dec-2025; 22-Jan-2026,BD-ACEPM-SAMCO-LET-022 - Design review | BD-ACEPM-SAMCO-LET-024 - Adopted design criteria,Same design criteria/review thread,Medium,Strong,Weak/uncertain; Contractor weak,High,High; Medium,Issue coordinated revision decision for executed works,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,8,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design modification / RFI 16 delay,BD-CW-SAMCO-ACE-LET-STR-066,67,11-Apr-2026,Notice of Claim,Modifications Included in Latest Design Package,,,,,No direct ACE response in table,Low,Strong,,High,,Link to RFI 16 response when available,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,9,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design review,BD-CW-SAMCO-ACE-LET-STR-026,27,30-Nov-2025,Technical Meeting Request,Reply of Design Review,BD-ACEPM-SAMCO-LET-020; BD-ACEPM-SAMCO-LET-022,21; 23,08-Dec-2025; 28-Dec-2025,BD-ACEPM-SAMCO-LET-020 - Design review | BD-ACEPM-SAMCO-LET-022 - Design review,Same design review thread,Medium,Moderate,Contractor weak; Weak/uncertain,High,High; High,Hold/record technical meeting outcomes,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,10,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design review,BD-CW-SAMCO-ACE-LET-STR-029,30,07-Dec-2025,Design Reservation,Design Review,BD-ACEPM-SAMCO-LET-020,21,08-Dec-2025,BD-ACEPM-SAMCO-LET-020 - Design review,Same design review delay thread,High,Moderate,Contractor weak,High,High,Close comments before reinforcement start,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,11,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design review / criteria,BD-CW-SAMCO-ACE-LET-STR-030,31,11-Dec-2025,Response / Design Reservation,Re: Design Review,BD-ACEPM-SAMCO-LET-020; BD-ACEPM-SAMCO-LET-022; BD-ACEPM-SAMCO-LET-024,21; 23; 25,08-Dec-2025; 28-Dec-2025; 22-Jan-2026,BD-ACEPM-SAMCO-LET-020 - Design review | BD-ACEPM-SAMCO-LET-022 - Design review | BD-ACEPM-SAMCO-LET-024 - Adopted design criteria,Response to ACE design review letters and later criteria clarification,High,Moderate to Strong,Contractor weak; Weak/uncertain; Contractor weak,High,High; High; Medium,Confirm final design criteria and review scope,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,12,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design review / criteria,BD-CW-SAMCO-ACE-LET-STR-034,35,17-Dec-2025,Design Review / Reservation,Re: Design Review,BD-ACEPM-SAMCO-LET-022; BD-ACEPM-SAMCO-LET-024,23; 25,28-Dec-2025; 22-Jan-2026,BD-ACEPM-SAMCO-LET-022 - Design review | BD-ACEPM-SAMCO-LET-024 - Adopted design criteria,Directly addressed by ACE design clarification/criteria letters,High,Strong if criteria/design changed,Weak/uncertain; Contractor weak,High,High; Medium,Confirm adopted criteria and designer liability position,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,13,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design review / criteria,BD-CW-SAMCO-ACE-LET-STR-040,41,05-Jan-2026,Reservation / Design Instruction Request,Continuation of Works and Final Written Instructions,BD-ACEPM-SAMCO-LET-022; BD-ACEPM-SAMCO-LET-024,23; 25,28-Dec-2025; 22-Jan-2026,BD-ACEPM-SAMCO-LET-022 - Design review | BD-ACEPM-SAMCO-LET-024 - Adopted design criteria,Same design instruction and criteria thread,High,Strong if later change occurs,Weak/uncertain; Contractor weak,Medium to High,High; Medium,Keep written instruction and rights reservation,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,14,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Design verification consultant,BD-CW-SAMCO-ACE-LET-STR-009,10,24-Sep-2025,Submittal,Submission of Consultant CV and Approval Certificate,BD-ACEPM-SAMCO-LET-006; BD-ACEPM-SAMCO-LET-010,7; 11,22-Sep-2025; 02-Oct-2025,BD-ACEPM-SAMCO-LET-006 - Design verification | BD-ACEPM-SAMCO-LET-010 - Consultant CV/design review,Submittal linked to ACE design verification/rejection letters,High,Weak to Moderate,Contractor weak; Contractor weak,Medium,Medium; Medium,Resubmit consultant package if not approved,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,15,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Geotechnical tests / soil recommendation,BD-CW-SAMCO-ACE-LET-STR-036,37,21-Dec-2025,Variation Request,Request for VI - CPTu and DCPT Works,BD-ACEPM-SAMCO-LET-013,14,05-Oct-2025,BD-ACEPM-SAMCO-LET-013 - Soil replacement recommendation,Same geotechnical instruction thread,Medium,Moderate,Moderate if scope changes,Low to Medium,Medium,Issue VI/valuation for extra tests if instructed,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,16,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IFC drawings / design review,BD-CW-SAMCO-ACE-LET-STR-019,20,26-Oct-2025,Design Request,Request for Complete Set of IFC Drawings,BD-ACEPM-SAMCO-LET-020,21,08-Dec-2025,BD-ACEPM-SAMCO-LET-020 - Design review,Same design information thread,Medium,Moderate to Strong,Contractor weak,High,High,Confirm complete IFC issue dates and design change impact,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,17,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Insurance,BD-CW-SAMCO-ACE-LET-STR-021,22,29-Oct-2025,Insurance Undertaking,Contractor Commitment to Maintain Required Insurance,BD-ACEPM-SAMCO-LET-007,8,22-Sep-2025,BD-ACEPM-SAMCO-LET-007 - Insurance policy,Response/undertaking after ACE insurance rejection,High,,Contractor weak,Low,Medium,Close insurance compliance evidence,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,18,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC / payment,BD-CW-SAMCO-ACE-LET-STR-046,47,24-Jan-2026,Payment Submission,Submission of Interim Payment Certificate No. 3,BD-ACEPM-SAMCO-LET-027; BD-ACEPM-SAMCO-LET-031,28; 32,15-Feb-2026; 19-Apr-2026,BD-ACEPM-SAMCO-LET-027 - Required breakdown delay | BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,IPC submission linked to payment/breakdown correspondence,Medium,,Contractor weak; Contractor weak,Low,Low; Low,Track certification and payment date,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,19,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC / payment / breakdown,BD-CW-SAMCO-ACE-LET-STR-028,29,06-Dec-2025,Payment Submission,Submission of Interim Payment Certificate No. 1,BD-ACEPM-SAMCO-LET-027; BD-ACEPM-SAMCO-LET-031,28; 32,15-Feb-2026; 19-Apr-2026,BD-ACEPM-SAMCO-LET-027 - Required breakdown delay | BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,IPC submission later affected by breakdown/payment correspondence,Medium,,Contractor weak; Contractor weak,Low,Low; Low,"Track certification, breakdown and payment dates",,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,20,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC / payment recommendation,BD-CW-SAMCO-ACE-LET-STR-038,39,21-Jan-2026,Payment Recommendation / Attachment,ACEPM Recommendation of Monthly Interim Payment No. 2,BD-ACEPM-SAMCO-LET-031,32,19-Apr-2026,BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Related IPC/payment thread; document is ACEPM/Roya attachment,Medium,,Contractor weak,Low,Low,"Treat as payment support, not SAMCO cover letter",,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,21,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC payment,BD-CW-SAMCO-ACE-LET-STR-056,57,25-Feb-2026,Payment Submission,Submission of Interim Payment Certificate No. 4,BD-ACEPM-SAMCO-LET-031,32,19-Apr-2026,BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Same IPC payment thread,Medium,,Contractor weak,Low,Low,Track IPC 4 certification/payment,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,22,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC payment,BD-CW-SAMCO-ACE-LET-STR-059,60,25-Mar-2026,Payment Submission,Submission of Interim Payment Certificate No. 5,BD-ACEPM-SAMCO-LET-031,32,19-Apr-2026,BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Same IPC payment thread,Medium,,Contractor weak,Low,Low,Track IPC 5 due date/payment,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,23,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC payment delay,BD-CW-SAMCO-ACE-LET-STR-054,55,24-Feb-2026,Payment Delay Notice,IPC Payment Status,BD-ACEPM-SAMCO-LET-031,32,19-Apr-2026,BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Directly answered by ACE payment clarification,High,Moderate,Contractor weak,Medium,Low,"Reconcile due dates, thresholds and delay interest",,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,24,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC payment delay,BD-CW-SAMCO-ACE-LET-STR-055,56,24-Feb-2026,Payment Record,Actual Receipt Date of Cheque - IPC 1,BD-ACEPM-SAMCO-LET-031,32,19-Apr-2026,BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Same IPC payment thread,High,Moderate,Contractor weak,Low,Low,Use actual cheque receipt date in payment analysis,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,25,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,IPC payment delay,BD-CW-SAMCO-ACE-LET-STR-068,69,16-Apr-2026,Payment Delay Notice,Follow-up on Settlement of IPCs,BD-ACEPM-SAMCO-LET-031,32,19-Apr-2026,BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Directly answered by ACE payment clarification,High,Moderate to Strong,Contractor weak,Medium,Low,Reconcile IPC chronology and payment entitlement,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,26,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,MEP coordination / first fix,BD-CW-SAMCO-ACE-LET-STR-016,17,07-Oct-2025,Contract Position / Reservation,Clarification Regarding Coordination Responsibilities,BD-ACEPM-SAMCO-LET-017; BD-ACEPM-SAMCO-LET-025,18; 26,26-Nov-2025; 27-Jan-2026,BD-ACEPM-SAMCO-LET-017 - VI-0003 rejection | BD-ACEPM-SAMCO-LET-025 - MEP first fix variation,Same MEP responsibility dispute thread,Medium,Moderate,Employer strong; Employer strong,High,High; High,Resolve scope by instruction/variation and MEP package,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,27,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,MEP first fix,BD-CW-SAMCO-ACE-LET-STR-049,50,29-Jan-2026,Response / Conditional Acceptance,Response to LET-025 First Fix MEP Works,BD-ACEPM-SAMCO-LET-025; BD-ACEPM-SAMCO-LET-026,26; 27,27-Jan-2026; 02-Feb-2026,BD-ACEPM-SAMCO-LET-025 - MEP first fix variation | BD-ACEPM-SAMCO-LET-026 - Response to LET-025,Direct response to ACE first-fix interpretation/clarification,High,Moderate,Employer strong; Moderate if procedure followed,High,High; High,Issue/price VO and monitor execution,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,28,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,MEP package / first fix,BD-CW-SAMCO-ACE-LET-STR-032,33,11-Dec-2025,Design Request,Request for Complete Package for Coordination - TRA-007,BD-ACEPM-SAMCO-LET-025; BD-ACEPM-SAMCO-LET-026,26; 27,27-Jan-2026; 02-Feb-2026,BD-ACEPM-SAMCO-LET-025 - MEP first fix variation | BD-ACEPM-SAMCO-LET-026 - Response to LET-025,Same MEP first-fix coordination thread,Medium,Moderate,Employer strong; Moderate if procedure followed,Medium to High,High; High,Issue complete MEP basement/foundation package,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,29,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,MOM additions / commercial terms,BD-CW-SAMCO-ACE-LET-STR-047,48,24-Jan-2026,MOM Correction / Commercial Record,Additions to MOM - Coordination Meeting 19-Jan-2026,BD-ACEPM-SAMCO-LET-024; BD-ACEPM-SAMCO-LET-031,25; 32,22-Jan-2026; 19-Apr-2026,BD-ACEPM-SAMCO-LET-024 - Adopted design criteria | BD-ACEPM-SAMCO-LET-031 - IPC settlement follow-up,Links to design criteria and payment/security discussions,Medium,Moderate,Contractor weak; Contractor weak,Low to Medium,Medium; Low,Update MOM and commercial record,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,30,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Outstanding deliverables / tower cranes,BD-CW-SAMCO-ACE-LET-STR-003,4,30-Jun-2025,Response / Reservation,RE: Outstanding Deliverables - Urgent Response Required,BD-ACEPM-SAMCO-LET-001; BD-ACEPM-SAMCO-LET-002,2; 3,24-Jun-2025; 25-Jun-2025,BD-ACEPM-SAMCO-LET-001 - Outstanding Deliverables | BD-ACEPM-SAMCO-LET-002 - Tower Crane No. 1 delay,Direct response to ACE notices,High,Moderate,Contractor weak; Contractor weak,High,High; High,Close remaining deliverables and confirm baseline dependency,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,31,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Periodic reports / programme,BD-CW-SAMCO-ACE-LET-STR-033,34,15-Dec-2025,Response / Reporting Position,Response to LET-021 Periodic Reports,BD-ACEPM-SAMCO-LET-021,22,10-Dec-2025,BD-ACEPM-SAMCO-LET-021 - Periodic reports delay,Direct response to ACE reporting notice,High,Weak to Moderate,Contractor weak,Medium,Medium,Agree baseline/reporting basis,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,32,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Pipe breakage / leakage impact,BD-CW-SAMCO-ACE-LET-STR-014,15,05-Oct-2025,Notice / Reservation,Implications of Water Pipe Break,BD-ACEPM-SAMCO-LET-011; BD-ACEPM-SAMCO-LET-023,12; 24,04-Oct-2025; 11-Jan-2026,BD-ACEPM-SAMCO-LET-011 - Pipe breakage/excavation | BD-ACEPM-SAMCO-LET-023 - Water pipeline leakage,Same leakage/impact thread,Medium,Moderate to Strong,Contractor weak; Contractor weak,High,Low/Medium; Low,Separate incident impact from later closed leakage position,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,33,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Pipe breakage / tank excavation,BD-CW-SAMCO-ACE-LET-STR-012,13,30-Sep-2025,Meeting Follow-up,Meeting Minutes and Follow-up on Discussed Points,BD-ACEPM-SAMCO-LET-011,12,04-Oct-2025,BD-ACEPM-SAMCO-LET-011 - Pipe breakage/excavation,Same incident thread,Medium,Moderate,Contractor weak,High,Low/Medium,Confirm repair status and restart logic,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,34,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Pipe breakage / tank excavation,BD-CW-SAMCO-ACE-LET-STR-013,14,30-Sep-2025,Notice of Suspension,Pipe Breakage and Suspension of Excavation Works,BD-ACEPM-SAMCO-LET-011,12,04-Oct-2025,BD-ACEPM-SAMCO-LET-011 - Pipe breakage/excavation,Directly addressed by ACE response,High,Moderate,Contractor weak,High,Low/Medium,Record repair completion and affected period,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,35,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Project status / design / steel,BD-CW-SAMCO-ACE-LET-STR-052,53,16-Feb-2026,Status Update / Reservation,Project Status Update - Buildings B1 to B17,BD-ACEPM-SAMCO-LET-022; BD-ACEPM-SAMCO-LET-024; BD-ACEPM-SAMCO-LET-028; BD-ACEPM-SAMCO-LET-029,23; 25; 29; 30,28-Dec-2025; 22-Jan-2026; 16-Feb-2026; 24-Feb-2026,BD-ACEPM-SAMCO-LET-022 - Design review | BD-ACEPM-SAMCO-LET-024 - Adopted design criteria | BD-ACEPM-SAMCO-LET-028 - Steel supply status | BD-ACEPM-SAMCO-LET-029 - Project status update,Status update linked to multiple ACE positions,Medium,Moderate,Weak/uncertain; Contractor weak; Weak to moderate; Contractor weak,High,High; Medium; High; Low,Separate routine status from claim notices,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,36,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Project status updates,BD-CW-SAMCO-ACE-LET-STR-020,21,27-Oct-2025,Status Update / Reservation,Project Status Update - Buildings B1 to B17,BD-ACEPM-SAMCO-LET-029,30,24-Feb-2026,BD-ACEPM-SAMCO-LET-029 - Project status update,ACE later rejects status letters as contractual basis,Medium,Moderate,Contractor weak,Medium to High,Low,Use reports/MOMs for routine status and notices for claims,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,37,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Project status updates,BD-CW-SAMCO-ACE-LET-STR-022,23,23-Nov-2025,Status Update / Reservation,Project Status Update - Buildings B1 to B17,BD-ACEPM-SAMCO-LET-029,30,24-Feb-2026,BD-ACEPM-SAMCO-LET-029 - Project status update,ACE later rejects status letters as contractual basis,Medium,Moderate,Contractor weak,Medium to High,Low,Move progress content into formal reports,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,38,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Project status updates,BD-CW-SAMCO-ACE-LET-STR-037,38,24-Dec-2025,Status Update / Request,Project Status Update - Buildings B1 to B17,BD-ACEPM-SAMCO-LET-029,30,24-Feb-2026,BD-ACEPM-SAMCO-LET-029 - Project status update,ACE later rejects status letters as contractual basis,Medium,Moderate,Contractor weak,Medium to High,Low,Shift progress updates into approved reports,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,39,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Ramp / access route,BD-CW-SAMCO-ACE-LET-STR-008,9,24-Sep-2025,Claim Notice / Reservation,Response Regarding Site Ramp Modification Works,BD-ACEPM-SAMCO-LET-008,9,28-Sep-2025,BD-ACEPM-SAMCO-LET-008 - Site ramp works,Directly related to ACE claim rejection,High,Moderate,Contractor weak,Medium,Medium,Determine whether access work is contractor obligation or variation,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,40,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Reinforcement steel supply,BD-CW-SAMCO-ACE-LET-STR-010,11,25-Sep-2025,Procurement Request,Supply of reinforcement steel for the project,BD-ACEPM-SAMCO-LET-016,17,20-Oct-2025,BD-ACEPM-SAMCO-LET-016 - Reinforcement steel quantity,Same steel requisition thread,Medium,Moderate,Moderate if owner delay proven,Medium,Medium,Confirm owner supply priority and delivery,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,41,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Reinforcement steel supply,BD-CW-SAMCO-ACE-LET-STR-011,12,29-Sep-2025,Procurement Revision / Coordination,Request to Reduce First Reinforcement Steel Delivery,BD-ACEPM-SAMCO-LET-016,17,20-Oct-2025,BD-ACEPM-SAMCO-LET-016 - Reinforcement steel quantity,Directly addressed by ACE response,High,Moderate,Moderate if owner delay proven,Medium,Medium,Align revised first delivery quantity,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,42,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Reinforcement steel supply,BD-CW-SAMCO-ACE-LET-STR-025,26,26-Nov-2025,Procurement Request,Supply of Reinforcement Steel - Second Delivery,BD-ACEPM-SAMCO-LET-028,29,16-Feb-2026,BD-ACEPM-SAMCO-LET-028 - Steel supply status,Same steel delay thread,Medium,Moderate,Weak to moderate,Medium,High,Track order 2 delivery dates and mitigation,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,43,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Reinforcement steel supply,BD-CW-SAMCO-ACE-LET-STR-042,43,06-Jan-2026,Procurement Request,Supply of Reinforcement Steel - Third Delivery,BD-ACEPM-SAMCO-LET-028,29,16-Feb-2026,BD-ACEPM-SAMCO-LET-028 - Steel supply status,Same steel delay/supply thread,Medium,Moderate,Weak to moderate,Medium,High,Track third order delivery,,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,44,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Reinforcement steel supply,BD-CW-SAMCO-ACE-LET-STR-044,45,15-Jan-2026,Procurement Delay Notice,Delay in Supplying Reinforcement Steel,BD-ACEPM-SAMCO-LET-028,29,16-Feb-2026,BD-ACEPM-SAMCO-LET-028 - Steel supply status,Directly related to ACE steel rebuttal,High,Moderate to Strong,Weak to moderate,High,High,"Measure supply delay, mitigation and schedule impact",,,,,,,,,,,,,,,,,,,,,,,
letter_register,SAMCO to ACE Links,45,,,,,,,,,,,,,,,,,,,,,,,,The Big -P.01-UP-20-April-26,Reinforcement steel supply,BD-CW-SAMCO-ACE-LET-STR-048,49,26-Jan-2026,Procurement Delay Notice,Follow-up on Delay of Reinforcement Steel Delivery,BD-ACEPM-SAMCO-LET-028,29,16-Feb-2026,BD-ACEPM-SAMCO-LET-028 - Steel supply status,Directly related to ACE steel rebuttal,High,Moderate to Strong,Weak to moderate,High,High,Assess near-suspension and EOT notice compliance,,,,,,,,,,,,,,,,,,,,,,,
